,title_english,imdb_rating,votes_imdb,metascore,year,director,stars,imdb_trust
5659,Lego DC Super Heroes: La Liga de la Justicia - El ataque de la Legión del Mal (2015 Video),"6,2",1774.0,,2015,Rick Morales,"Dee Bradley Baker, Troy Baker, John DiMaggio, Grey Griffin",False
5660,Initial D: Fifth Stage,"8,0",809.0,,2012,,"Takehito Koyasu, Shin'ichirô Miki",False
5661,Jungla sobre ruedas,"5,5",299.0,,2009,,"Keith Wickham, Janet James, Mandi Symonds, Ron Orbach",False
5662,Detective Conan: El puño de zafiro azul,"6,2",1819.0,,2019,Tomoka Nagaoka,"Minami Takayama, Wakana Yamazaki, Megumi Hayashibara, Rikiya Koyama",False
5663,Mazinger Z,"7,8",1450.0,,1972,,"Jôji Yanami, Hiroya Ishimaru, Hiroshi Ôtake, Junpei Takiguchi",False
5664,Kidô senshi Gundam: Dai 08 MS shôtai,"8,0",1768.0,,1996,,"Steve Staley, Steve Kramer, Emilie de Azevedo Brown, Debra Rogers",False
5665,Penguin's Memory: Shiawase Monogatari,"6,9",160.0,,1985,Shinji Kimura,"Takeshi Aono, Kai Atô, Yumiko Fujita, Tako Hachirô",False
5666,Meng Qi Shi Shen (II),"7,7",51.0,,2018,,"Shi Si, Ou Yang, Beichen Liu, Xianglong Meng",False
5667,Rail Wars!,"5,7",232.0,,2014,,"Jun Fukuyama, Manami Numakura, Maaya Uchida, Satoshi Hino",False
5668,Llamas with Hats,"7,8",992.0,,2009,,"Jason Steele, Chris Alex",False
5669,Cassius and Clay (2016 TV Movie),"7,7",28.0,,2016,Neal Holman,"Lake Bell, Katy Mixon, Kaitlin Olson, Robert Patrick",False
5670,Thomas & Friends: The Great Race,"5,7",320.0,,2016,David Stoten,"Mark Moraghan, Tina Desai, John Hasler, Joseph May",False
5671,The Christmas Tree (1991 TV Movie),"1,4",841.0,,1991,Flamarion Ferreira,"William Griffin, Elly Drygas, Ayal Kleinman, Karen Drygas",False
5672,Class of '09: The Re-Up (Video Game),,,,,,"Kira Buckland, Elsie Lovelock, Kayli Mills, Lyle Rath",False
5673,White Album 2,"7,3",388.0,,2013,,"Takahiro Mizushima, Madoka Yonezawa, Hitomi Nabatame, Yûki Kaji",False
5674,Pinecone y el Poni,"6,5",130.0,,2022,,"Maria Nash, Viola Abley, Thom Allison, Alicia Richardson",False
5675,Stitch Head,,,,,"Steve Hudson, Toby Genkel","Asa Butterfield, Rob Brydon, Joel Fry, Alison Steadman",False
5676,Dreamworks Spooky Stories (2012 Video),"6,6",651.0,,2012,,Gavin Magnus,False
5677,Monkey Wrench,"8,9",13.0,,2022,,"Jacob Barrens, Jean-Francois Donaldson, Matthew Curtis, Chris Zito",False
5678,Dreamworks How to Train Your Dragon Legends (2010 Video),"7,5",1537.0,,2010,Tom Owens,"Jay Baruchel, Gerard Butler",False
5679,The Snow Queen,"5,8",557.0,,1995,Martin Gates,"Ellie Beaven, David Jason, Hugh Laurie, Helen Mirren",False
5680,Mr. Magoo,"7,1",63.0,,2019,,"Colin Murdock, Shawn Macdonald, Ian Hanlin",False
5681,Sonic: Night of the Werehog,"6,4",291.0,,2008,Takashi Nakashima,"Jason Griffith, Tony Salerno, Kevin Glenz, Ryan Drees",False
5682,Koko wa Gurînuddo,"7,0",140.0,,1991,,"Nozomu Sasaki, Mitsuo Iwata, Toshihiko Seki, Chika Sakamoto",False
5683,Rupan sansei: Part III,"7,5",470.0,,1984,,"Yasuo Yamada, Gorô Naya, Kiyoshi Kobayashi, Makio Inoue",False
5684,Kong: The Animated Series,"5,7",261.0,,2000,,"Kirby Morrow, Scott McNeil, Saffron Henderson, Daphne Goldrick",False
5685,Chage & Aska: On Your Mark (1995 Music Video),"7,5",4143.0,,1995,,,False
5686,Tobot Movie: Attack of Robot Force,"8,8",39.0,,2017,,,False
5687,Kung Fu Sock,"8,5",37.0,,2022,,"Ghia Burns, Sofia Gomez",False
5688,Blinky el koala,"7,6",185.0,,1984,,"Masako Nozawa, Kumi Mizuno, Dave Mallow, Megumi Odaka",False
5689,Gekijô-ban - Bishôjo senshi Sêrâ Mûn S,"7,7",2145.0,,1994,Hiroki Shibata,"Kotono Mitsuishi, Aya Hisakawa, Michie Tomizawa, Emi Shinohara",False
5690,Shchelkunchik i volshebnaya fleyta,"5,2",152.0,,2022,Viktor Glukhushin,"Lyubov Aksyonova, Prokhor Chekhovskoy, Aleksey Chumakov, Nicholas Corda",False
5691,Zhen Hun Jie,"8,1",89.0,,2016,,"Tu-Te-Ha-Meng, Xianghai Hao, Yeqiao Yue, Ketsu",False
5692,Fairytail. Dragon cry,"6,8",2340.0,,2017,Tatsuma Minamikawa,"Makoto Furukawa, Wataru Hatano, Aya Hirano, Yui Horie",False
5693,Tunshi Xingkong,"8,3",225.0,,2020,,,False
5694,Saijaku muhai no Bahamut,"6,3",950.0,,2016,,"Rie Takahashi, Lynn, Mutsumi Tamura, Risa Taneda",False
5695,Angelina Ballerina,"5,5",515.0,,2001,,"Finty Williams, Judi Dench, Jo Wyatt, Keith Wickham",False
5696,Gaither's Pond,"4,3",113.0,,1997,,"Mark Lowry, Bill Gaither, Vestal Goodman, George Younce",False
5697,Mahouka Koukou no Yuutousei,"5,8",189.0,,2021,,"Saori Hayami, Asuka Nishi, Yumi Uchiyama, Mai Nakahara",False
5698,Marvel Los Vengadores: Caos climático,"6,5",130.0,,2020,,"Nicole Oliver, Giles Panton, Michael Daingerfield, Alex Barima",False
5699,The Little Engine That Could,"5,6",410.0,,2011,Elliot M. Bour,"Jodi Benson, Corbin Bleu, Jamie Lee Curtis, Whoopi Goldberg",False
5700,Jóvenes en órbita,"6,5",764.0,,2022,,"Ray Chase, Colleen O'Shaughnessey, Abby Trott, Tara Sands",False
5701,Meitantei Conan: Suiheisenjyou no sutorateeji,"7,0",1865.0,,2005,Yasuichirô Yamamoto,"Minami Takayama, Akira Kamiya, Wakana Yamazaki, Megumi Hayashibara",False
5702,Magical Girl Friendship Squad,"3,3",1464.0,,2020,,"Ana Gasteyer, Quinta Brunson, Anna Akana, Matteo Lane",False
5703,"Aventuras en el desván, ¿quién cumple años hoy?","6,4",775.0,64.0,2009,"Jirí Barta, Vivian Schilling","Forest Whitaker, Joan Cusack, Cary Elwes, Vivian Schilling",False
5704,Uncharted: Eye of Indra,"7,3",239.0,,2009,,"Nolan North, Fred Tatasciore, Gwendoline Yeo, Jeson Martajaya",False
5705,Seisenshi Dunbine,"7,0",133.0,,1983,,"Show Hayami, Norio Wakamoto, Yumi Takada, Kira Vincent-Davis",False
5706,Winx Club 3D: La aventura mágica,"6,2",933.0,,2010,Iginio Straffi,"Perla Liberatori, Gemma Donati, Tatiana Dessi, Valeria Vidali",False
5707,My Little Pony,"5,3",52.0,,2003,,"Venus Terzo, Kathleen Barr, Kelly Sheridan, Tabitha St. Germain",False
5708,The Clangers,"7,4",696.0,,1969,,Oliver Postgate,False
5709,El caballito jorobado,"7,4",1142.0,,1975,"Ivan Ivanov-Vano, Boris Butakov","Jim Backus, Aleksey Gribov, Mariya Vinogradova, Georgiy Vitsin",False
5710,Tom and Jerry in the Hollywood Bowl,"7,9",1631.0,,1950,"Joseph Barbera, William Hanna",William Hanna,False
5711,Final Fantasy VII: Machinabridged,"8,0",106.0,,2015,,"Justin Briner, Anthony Sardinha, Sarah Anne Williams, Curtis Arnott",False
5712,El gran milagro,"4,6",392.0,,2011,Bruce Morris,"Chris Marlowe, Christopher Corey Smith, Raúl Solo, Alan García",False
5713,Kemono Michi,"6,5",544.0,,2019,,"Katsuyuki Konishi, Tyson Rinehart, Mie Sonozaki, Akira Sekine",False
5714,Lego Monkie Kid: Revenge of the Spider Queen (2021 TV Movie),"5,5",365.0,,2021,Sarah Harper,"Kimberly Brooks, David Chen, Jack De Sena, Victoria Grace",False
5715,El viejo molino,"7,8",4590.0,,1937,"Graham Heid, Wilfred Jackson","Elvia Allman, Marie Arbuckle, Barbara Brewster, Gloria Brewster",False
5716,Bokura wa minna kawaisou,"7,2",733.0,,2014,,"Kana Hanazawa, Sanae Kobayashi, Yûichi Iguchi",False
5717,Galinha Pintadinha e Sua Turma,"6,0",45.0,,2009,"Marcos Luporini, Juliano Prado","Vera Fuzaro, Patricia Kalis",False
5718,¿Dónde está Wally?,"7,1",469.0,,1991,,"Townsend Coleman, Jim Cummings, Brad Garrett, Julian Holloway",False
5719,Pony.Mov,"8,3",159.0,,2011,,"Max Gilardi, Kira Buckland, Arin Hanson, Esther Nho",False
5720,Scooby-Doo! and the Spooky Scarecrow (2013 Video),"6,9",776.0,,2013,Michael Goguen,"Frank Welker, Mindy Cohn, Grey Griffin, Matthew Lillard",False
5721,Victoria por medio de la Fuerza Aérea,"6,5",1118.0,,1943,"James Algar, Clyde Geronimi, Jack Kinney, H.C. Potter","Alexander de Seversky, Art Baker, Billy Mitchell",False
5722,Mônica Toy,"9,0",102.0,,2013,,"Nadia Nalaki, Mariana Hozana",False
5723,Burakku Rokku Shuta,"6,3",694.0,,2012,,"Kana Hanazawa, Miyuki Sawashiro, Kana Asumi, Eri Kitamura",False
5724,Candy Land: The Great Lollipop Adventure (2005 Video),"5,8",138.0,,2005,Davis Doi,"Jane Mortifee, Alberto Ghisi, Britt McKillip, Scott McNeil",False
5725,Working!!,"7,3",676.0,,2010,,"Jun Fukuyama, Kana Asumi, Saki Fujita, Daisuke Ono",False
5726,Seven Little Monsters,"7,0",329.0,,2000,,"Colin Mochrie, Michele Scarabelli, Joanne Vannicola, Seán Cullen",False
5727,Tu xia chuan qi,"3,2",667.0,,2011,"Lijun Sun, Melanie Simka","Jon Heder, Tom Arnold, Rebecca Black, Claire Geare",False
5728,Zoku Owarimonogatari,"7,9",964.0,,2018,Akiyuki Shinbô,"Kana Hanazawa, Saori Hayami, Yui Horie, Yuka Iguchi",False
5729,Gekijouban Makurosu Purasu,"7,6",648.0,,1995,"Shôji Kawamori, Shin'ichirô Watanabe","Steve Blum, Rica Fukami, Banjô Ginga, Show Hayami",False
5730,"Pixie, Dixie y el gato Jinks","6,4",213.0,,1958,,"Don Messick, Daws Butler, Hal Smith, Jean Vander Pyl",False
5731,Hana yori dango,"7,5",363.0,,1996,,"Maki Mochida, Naoki Miyashita, Kelly Sheridan, Michael Adamthwaite",False
5732,Todd McFarlane's Spawn 3: The Ultimate Battle,"8,2",879.0,,1999,,"Keith David, Richard Dysart, Dominique Jennings, James Keane",False
5733,Mardock Scramble: The First Compression,"6,4",1535.0,,2010,Susumu Kudô,"Chris Ayres, Marcy Bannor, Luci Christian, Justin Doran",False
5734,Girls und Panzer the Movie,"7,3",825.0,,2015,Tsutomu Mizushima,"Mai Fuchigami, Ai Kayano, Mami Ozaki, Ikumi Nakagami",False
5735,Carl el Super Camión,"5,6",43.0,,2016,,"June Yoon, Malina Germanova",False
5736,Pettson & Findus - Katten och gubbens år,"6,4",565.0,,1999,Albert Hanan Kaminski,"Tommy Karlsen, Kalle Lundberg, Tord Peterson, Mona Seilitz",False
5737,El viento de amnesia (1990 Video),"6,5",1405.0,,1990,Kazuo Yamazaki,"Kazuki Yao, Keiko Toda, Kappei Yamaguchi, Noriko Hidaka",False
5738,Genius Party,"6,9",1599.0,,2007,"Atsuko Fukushima, Yoji Fukuyama, Hideki Futamura, Shôji Kawamori, Shinji Kimura, Shin'ichirô Watanabe, Masaaki Yuasa","Tomoko Kaneda, Rinko Kikuchi, Kaoru Mizuhara, Lu Ningjuan",False
5739,Los Cinco: Tras la pista,"4,9",128.0,,2008,,"Alexandra Pic, Shridhar Solanki, Hervé Grull, Ciara Janson",False
5740,La Leyenda de las Momias de Guanajuato,"5,7",377.0,,2014,Alberto Rodriguez,"Diana Alonso, Gustavo Bocardo, Mayté Cordeiro, Andrés Couturier",False
5741,Suki ni naru sono shunkan o.: Kokuhaku jikkou iinkai,"5,9",524.0,,2016,Tetsuya Yanagisawa,"Sora Amamiya, Momo Asakura, Kana Asumi, Natsuki Hanae",False
5742,Captain Tsubasa,"7,8",810.0,,1983,,,False
5743,Sunny Bunnies,"6,1",126.0,,2015,,"Svetlana Tsimokhina, Dmitri Davidovich, Kimberly Foudy",False
5744,Thugaboo: Sneaker Madness (2006 TV Movie),"4,7",197.0,,2006,Shawn Wayans,"George Gore II, Countess Vaughn, Michael Rapaport, Heather McDonald",False
5745,Shinryaku! Ika Musume,"7,5",488.0,,2010,,"Hisako Kanemoto, Miki Ôtani, Rie Tanaka, Ayumi Fujimura",False
5746,En busca del valle encantado 10: El viaje de los cuellilargos (2003 Video),"6,0",2766.0,,2003,Charles Grosvenor,"John Ingle, Alec Medlock, Kenneth Mars, Miriam Flynn",False
5747,Grisaia no Meikyuu: Caprice no Mayu 0 (2015 TV Movie),"7,3",408.0,,2015,Motoki Tanaka,"Takahiro Sakurai, Ayaka Suwa, Erika Narumi, Satoshi Tsuruoka",False
5748,The Suite Life of Hudson & James,"10,0",10.0,,2002,,"Nancy Cartwright, Ludacris, Debi Derryberry, Susanne Blakeslee",False
5749,Meitantei Conan: Tenkuu no rosuto shippu,"6,9",1850.0,,2010,Yasuichirô Yamamoto,"Minami Takayama, Kappei Yamaguchi, Wakana Yamazaki, Rikiya Koyama",False
5750,Queer Duck,"6,2",273.0,,2000,,"Jim J. Bullock, Kevin Michael Richardson, Billy West, Maurice LaMarche",False
5751,Batman Unlimited: Instinto animal (2015 Video),"5,7",3361.0,,2015,Butch Lukic,"Roger Craig Smith, Chris Diamantopoulos, Will Friedle, Charlie Schlatter",False
5752,Bold King Cole,"6,0",274.0,,1936,Burt Gillett,Walter Tetley,False
5753,Kimi ga nozomu eien,"7,6",987.0,,2003,,"Kishô Taniyama, Colleen Clinkenbeard, Carrie Savage, Kevin Connolly",False
5754,DC Super Hero Girls: Super Hero High (2016 TV Movie),"5,8",252.0,,2016,Jennifer Coyle,"Yvette Nicole Brown, Dean Cain, Greg Cipes, John DiMaggio",False
5755,La vuelta al mundo en 80 dias por el Gato con Botas,"6,6",257.0,,1976,Hiroshi Shidara,"Osami Nabe, Junpei Takiguchi, Chikao Ôtsuka, Kôsei Tomita",False
5756,Hajime no Ippo: Mashiba vs. Kimura (2003 TV Movie),"8,1",1142.0,,2003,,"Keiji Fujiwara, Wataru Tagaki, Masahiko Tanaka",False
5757,Purinsesu Chuchu,"8,1",1115.0,,2002,,"Takahiro Sakurai, Chris Patton, Jessica Boone, Nana Mizuki",False
5758,Here Comes Peter Cottontail: The Movie (2005 Video),"4,3",257.0,,2005,Mark Gravas,"Dee Bradley Baker, Greg Berg, Miranda Cosgrove, Terri Douglas",False
5759,Destino Home (I),"6,3",707.0,,2014,Todd Wilderman,"Steve Martin, Tom McGrath, David Soren",False
5760,"Pulgarcito, investigador privado","6,4",294.0,,1973,,"Jamie Farr, Kathy Gori, Ted Knight, Bob Luttrell",False
5761,Pelle Svanslös,"5,4",248.0,,2020,Christian Ryltenius,"Adam Pålsson, Christopher Wagelin, Li Hagman, Olof Wretling",False
5762,Shinchan: operación rescate. La película,"6,8",251.0,,1998,Keiichi Hara,"Akiko Yajima, Keiji Fujiwara, Miki Narahashi, Satomi Kôrogi",False
5763,Gods School,"8,5",70.0,,2018,,"Lizzie Freeman, P.M. Seymour, Ivy Dupler, Melissa Sternenberg",False
5764,The Nutty Professor (2008 Video),"4,7",407.0,,2008,"Logan McPherson, Paul Taylor","Jerry Lewis, Drake Bell, Tabitha St. Germain, Britt Irvin",False
5765,Canimals,"7,1",101.0,,2011,,Kate Harbour,False
5766,Heike monogatari,"7,5",424.0,,2021,,"Alicyn Packard, Nazeeh Tarsha, Nicholas Markgraf, Deneen Melody",False
5767,Aventuras de superhéroes: ¡Lucha en el hielo! (2015 Video),"5,0",941.0,,2015,Mitch Schauer,"Mick Wingert, Matthew Mercer, Travis Willingham, Fred Tatasciore",False
5768,The Legend of Heroes: Trails of Cold Steel,"6,3",74.0,,2023,,"Sarah Roach, Anjali Kunapaneni, Chris Niosi, Ben Balmaceda",False
5769,My Pride,"7,8",49.0,,2020,,"MoMo O'Brien, Raven Amato, Morgan Ganahl, Matt McBee",False
5770,La isla de los monstruos,"4,7",800.0,,2017,Leopoldo Aguilar,"Johnny Rose, Katie Leigh, Fiona Hardingham, Jenifer Beth Kaplan",False
5771,Dog Squad,,,,2022,,"Theo Fraser, Miriam Margolyes, Ashley Jensen, Georgia Tennant",False
5772,12 Pups of Christmas,"3,9",845.0,,2019,Michael Feifer,"Charlotte Sullivan, Donny Boaz, Elizabeth Small, Philip Boyd",False
5773,Animated Hero Classics,"7,5",66.0,,1991,,"Ray Porter, Mark Hunt, Jake Williamson, David Kelly",False
5774,Shin-Chan en la isla del tesoro,"6,5",562.0,,1994,Keiichi Hara,"Akiko Yajima, Keiji Fujiwara, Miki Narahashi, Naoki Bando",False
5775,Rilakkuma y Kaoru,"8,2",1812.0,,2019,,"Veronica Taylor, Abby Trott, Barbara Goodson, Chris Hackney",False
5776,Little Foot,"4,1",48.0,,2020,Kyle Remington,"Jonathon Carley, Richard Daigle, Simon Hill, Bruce Michaels",False
5777,Alphabet Lore: ABCDEFGHIJKLMNOPQRSTUVWXYZ (2022 Video),"8,7",83.0,,2022,Mike Salcedo,Mike Salcedo,False
5778,The Twisted Tales of Felix the Cat,"7,4",485.0,,1995,,"Thom Adcox-Hernandez, Jill Talley, Kevin Schon, Philip Maurice Hayes",False
5779,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,"7,3",968.0,,2017,Takeshi Koike,"Masuo Amada, Hisao Egawa, Richard Epcar, Takaya Hashi",False
5780,Zak Storm,"6,7",212.0,,2016,,"Michael Johnston, Christine Marie Cabanos, Christopher Corey Smith, Max Mittelman",False
5781,The Mighty Hercules (I),"6,5",350.0,,1963,,"Jimmy Tapp, Gerry Bascombe, David Hartman, Helene Nickerson",False
5782,The Best of Mr. Peabody & Sherman,"8,1",135.0,,1959,,"William Conrad, Edward Everett Horton, Paul Frees, June Foray",False
5783,Getsuyoubi no Tawawa,"5,6",268.0,,2016,,"Sayaka Harada, Junji Majima, Ai Kayano, Yasuaki Takumi",False
5784,Pokémon: Diamond and Pearl,"7,7",187.0,,2006,,"Rica Matsumoto, Megumi Toyoguchi, Yûji Ueda, Ikue Ôtani",False
5785,Sectauros,"7,5",97.0,,1985,,"Peter Cullen, Frank Welker, Tress MacNeille, Neil Ross",False
5786,Spider Riders,"6,2",200.0,,2005,,"Cameron Ansell, Melanie Tonello, Yui Makino, Ron Pardo",False
5787,Joshikousei no Mudazukai,"7,4",307.0,,2019,,"Rie Takahashi, Haruka Tomatsu, Kazuyuki Okitsu, Aki Toyosaki",False
5788,Smosh Babies,"4,2",163.0,,2013,,"Anthony Padilla, Ian Hecox, Kellie Whisler, Alex Faciane",False
5789,Doraemon: Nobita no Wan Nyan Jikûden,"7,0",523.0,,2004,Tsutomu Shibayama,"Nobuyo Ôyama, Noriko Ohara, Michiko Nomura, Kaneta Kimotsuki",False
5790,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,"6,6",912.0,,2012,Kazuki Akane,"Jeannie Tirado, Micah Solusod, Aaron Dismuke, Bryn Apprill",False
5791,Sid the Science Kid: The Movie,"4,7",147.0,,2013,Kirk R. Thatcher,"Drew Massey, Alice Dinnean, Allan Trautman, Julianne Buescher",False
5792,The Modifyers,"7,8",253.0,,2010,,"Mae Whitman, Jeff Bennett, Paul Rugg",False
5793,The 99,"7,0",85.0,,2011,,"Matt Hardy, Matthew Gorman, Kimberly Persona, David Godfrey",False
5794,Rabbit Academy: El gran robo de los huevos de Pascua,"5,4",273.0,,2022,Ute von Münchow-Pohl,"Noah Levi, Friedrich von Thun, Senta Berger, Elise Eikermann",False
5795,Ollie & Moon,"8,5",80.0,,2017,,"Mattea Conforti, Kobi Frumer, Ofosu Born Jones-Quartey, Brian Beckerle",False
5796,SoniAni: Super Sonico the Animation,"5,6",138.0,,2014,,"Jessica Nigri, Monica Rial, Luci Christian, John Swasey",False
5797,Secret Mountain Fort Awesome,"3,1",943.0,,2007,,"Peter Browngardt, Pat Duke, Steve Little, Paul Rugg",False
5798,Tamako Market,"6,9",1027.0,,2013,,"Aya Suzaki, Yûki Kaneko, Juri Nagatsuma, Takumi Yamazaki",False
5799,Kurage hime,"7,8",962.0,,2010,,"Ian Sinclair, J. Michael Tatum, Colleen Clinkenbeard, Josh Grelle",False
5800,La princesa rana,"7,3",287.0,,1954,Mikhail Tsekhanovskiy,"Boris Chirkov, Vladimir Gribkov, Aleksey Gribov, Margarita Kupriyanova",False
5801,"One Piece: Episode of Sabo: Bond of Three Brothers, A Miraculous Reunion and an Inherited Will (2015 TV Movie)","7,4",491.0,,2015,Gô Koga,"Randy E. Aguebor, Greg Ayres, Daniel Baugh, Ed Blaylock",False
5802,Tight-Rope,"6,7",121.0,,2012,,"Tatsuhisa Suzuki, Jun Fukushima, Shinnosuke Tachibana, Kosuke Takaguchi",False
5803,Deepa y Anoop,"8,0",73.0,,2022,,"Pavan Bharaj, Ana Sani, Veena Sood, Adam Nurada",False
5804,Me casé con un extraño,"6,9",2086.0,,1997,Bill Plympton,"Charis Michelsen, Tom Larson, Richard Spore, Chris Cooke",False
5805,Assassins Pride,"5,7",682.0,,2019,,"Brittney Karbowski, Avery Smithhart, Gabriel Regojo, Juliet Simmons",False
5806,El secreto de Anastasia (1997 Video),"5,6",233.0,,1997,Lee Lan,"John Beach, Lisa DeSimone, Earl Hammond, Cynthia Harris",False
5807,Purasuchikku ritoru (1994 Video),"5,7",566.0,,1994,Kinji Yoshimoto,"Yôsuke Akimoto, Bryan Bounds, Angel Fisher, Yuriko Fuchizaki",False
5808,Konchû monogatari minashigo Hatchi,,,,1989,,"Hitomi Ishikawa, Toshiko Maeda, Katsumi Suzuki, Yuko Suzuki",False
5809,Roblox: The Animated Series,"7,5",56.0,,2020,,"Geordan Pope, Jamison Pope, Chase Dykstra, Gerald Pope Jr.",False
5810,Miniforce: Saving Dino King,"7,8",10.0,,2020,Youngjun Lee,So Yeon,False
5811,Itsudatte Bokura no Koi wa 10 Centi Datta,"6,9",664.0,,2017,,"Aki Toyosaki, Kenji Suzumura",False
5812,Zorro,"6,6",239.0,,1997,,"Michael Gough, Jeannie Elias, Earl Boen, Tony Pope",False
5813,Iron Man: Extremis,"6,7",696.0,,2010,,"Jason Griffith, Therese Plummer, Ted Lewis, Dan Green",False
5814,Eggs,"5,9",78.0,,2021,John Michael Williams,"Nancy Kerrigan, Andrew Levins, Gary Littman, Tara Sands",False
5815,Aa Megamisama,"7,2",1234.0,,2005,,"Kikuko Inoue, Yumi Tôma, Masami Kikuchi, Kether Donohue",False
5816,G.I. Joe: La venganza de Cobra,"7,9",1110.0,,1984,,"Frank Welker, Michael Bell, Kene Holiday, Christopher Collins",False
5817,Winnie the Pooh and a Day for Eeyore,"7,3",2063.0,,1983,Rick Reinert,"Hal Smith, Ralph Wright, Laurie Main, John Fiedler",False
5818,Sonic Underground ReVamp,,,,,,"Arion Rashad, Max Henderson, Steven Reatherford, Dontae Majors",False
5819,Rick and Morty: Summer's Sleepover (2022 Video),"5,3",192.0,,2022,Lee Hardcastle,"Sarah Chalke, Spencer Grammer, Chris Parnell, Justin Roiland",False
5820,Barbie y Chelsea. El cumpleaños perdido (2021 Video),"5,2",317.0,,2021,Cassandra Mackay,"Laila Berzins, Nakia Burrise, Greg Chun, Jacob Craner",False
5821,El reino de los elfos,"5,9",1458.0,,2016,"Yi Ge, Yuefeng Song","Ashley Boettcher, G.K. Bowes, Gavin Hammon, Julie Nathanson",False
5822,Zuoshou Shanglan,,,,2023,,"Qiege Qin, Wenxiao He, Chenyang Fu, Bo Jiang",False
5823,Tiger Mask W,"6,9",154.0,,2016,,"Taku Yashiro, Suzuko Mimori, Yû Kobayashi, Ryôichi Tanaka",False
5824,The Prodigy,"1,8",325.0,,2009,Robert D. Hanna,"Courtnee Draper, Robby Daniels, Ray Hanna, Jeffrey Lee Hollis",False
5825,El Rey Elefante,"4,7",788.0,,2017,Hadi Mohammadian,"Saeed Sheikhzadeh, Hossein Erfani, Nasser Tahmasb, Zohreh Shokoufandeh",False
5826,Yakari,"6,3",472.0,,2020,"Xavier Giacometti, Toby Genkel","Mia Diekow, Oscar Douieb, Roman Rossa, Oliver Boettcher",False
5827,How Toy Story 4 Destroyed Everything (2021 Video),"8,3",11.0,,2021,Trevor Magic,Trevor Magic,False
5828,Monkey King - Rebirth,,,,2023,,,False
5829,Yong Sheng,"7,7",24.0,,2022,,Wenxiao He,False
5830,Mega Babies,"2,6",1085.0,,1999,,"Richard M Dumont, Laura Teasdale, Jaclyn Linetsky, Sonja Ball",False
5831,Akane-Iro ni somaru saka,"5,7",166.0,,2008,,"Wataru Hatano, Rie Kugimiya, Aya Hirano, Marina Inoue",False
5832,The Fungies,"6,7",207.0,,2020,,"Harry Teitelman, Stephen P. Neary, Justin Michael, Jennifer Coolidge",False
5833,Cuando Billie conoció a Lisa,"5,2",987.0,,2022,David Silverman,"Nancy Cartwright, Yeardley Smith, Chris Edgerly, Sunkrish Bala",False
5834,Amaenaideyo!!,"5,9",216.0,,2005,,"Chihiro Suzuki, Mai Nakahara, Chieko Higuchi, Tomoko Kawakami",False
5835,Flying Witch,"7,2",725.0,,2016,,"Minami Shinoda, Eri Suzuki, Shinsuke Sugawara, Adam Gibbs",False
5836,Eiga: Sayonara watashi no Cramer: First Touch,"6,9",59.0,,2021,Seiki Takuno,"Miyuri Shimabukuro, Shion Wakayama, Kôki Uchiyama, Ryôta Ôsaka",False
5837,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.","7,7",816.0,,2019,,"Kenshô Ono, Haruka Yamazaki, Austin Tindle, Jad Saxton",False
5838,La oveja Shaun: Aventuras en Mossy Bottom,"8,0",707.0,,2020,,"Justin Fletcher, John Sparkes, Kate Harbour, Richard Webber",False
